uuid,day_id,license,model,feature,requests_cnt,spent_amount
user_279,2025-03-31,Basic,Model_C,Feature_4,43.0,8.81
user_824,2025-04-28,Premium,Model_D,Feature_2,146.0,31.660000000000004
user_746,2025-03-25,Basic,Model_D,Feature_2,70.0,12.870000000000001
user_153,2025-03-27,Standard,Model_E,Feature_3,22.0,5.81
user_629,2025-05-26,Enterprise,Model_E,Feature_2,66.0,9.45
user_811,2025-04-29,Enterprise,Model_E,Feature_2,39.0,5.88
user_274,2025-03-20,Premium,Model_B,Feature_3,60.0,21.869999999999997
user_519,2025-04-17,Premium,Model_A,Feature_1,21.0,8.04
user_657,2025-03-10,Standard,Model_D,Feature_2,113.0,25.17
user_505,2025-04-10,Standard,Model_A,Feature_1,15.0,5.38
user_435,2025-05-26,Standard,Model_B,Feature_1,15.0,6.68
user_854,2025-04-11,Basic,Model_C,Feature_2,18.0,3.18
user_905,2025-05-05,Standard,Model_B,Feature_1,14.0,5.12
user_492,2025-04-10,Premium,Model_A,Feature_1,54.0,19.52
user_478,2025-03-17,Premium,Model_A,Feature_1,17.0,5.58
user_111,2025-05-12,Standard,Model_C,Feature_1,56.0,8.23
user_325,2025-03-14,Premium,Model_D,Feature_1,150.0,34.540000000000006
user_488,2025-05-01,Enterprise,Model_A,Feature_3,42.0,15.33
user_105,2025-03-05,Premium,Model_E,Feature_1,138.0,23.14
user_52,2025-05-27,Basic,Model_B,Feature_3,14.0,5.6
user_871,2025-04-16,Premium,Model_C,Feature_1,51.0,11.45
user_27,2025-05-01,Enterprise,Model_E,Feature_1,72.0,16.29
user_165,2025-05-22,Basic,Model_D,Feature_2,30.0,7.24
user_627,2025-04-14,Standard,Model_D,Feature_1,52.0,10.79
user_589,2025-03-26,Basic,Model_C,Feature_1,32.0,4.75
user_586,2025-05-30,Premium,Model_A,Feature_2,67.0,21.939999999999998
user_406,2025-03-05,Basic,Model_D,Feature_3,45.0,8.91
user_724,2025-05-30,Premium,Model_A,Feature_1,26.0,9.03
user_464,2025-03-14,Premium,Model_A,Feature_3,21.0,6.84
user_870,2025-03-25,Enterprise,Model_B,Feature_5,36.0,9.84
user_300,2025-04-08,Standard,Model_B,Feature_2,18.0,6.34
user_4,2025-03-03,Enterprise,Model_A,Feature_1,69.0,24.84
user_196,2025-04-18,Enterprise,Model_A,Feature_2,75.0,27.42
user_778,2025-03-11,Enterprise,Model_A,Feature_2,51.0,19.11
user_730,2025-03-07,Basic,Model_D,Feature_2,83.0,13.67
user_68,2025-05-20,Premium,Model_E,Feature_2,48.0,11.32
user_460,2025-05-08,Enterprise,Model_D,Feature_5,102.0,25.29
user_304,2025-03-14,Premium,Model_C,Feature_1,135.0,33.43
user_344,2025-05-09,Enterprise,Model_A,Feature_1,66.0,23.130000000000003
user_789,2025-04-29,Premium,Model_B,Feature_3,36.0,11.42
user_679,2025-05-19,Enterprise,Model_A,Feature_1,36.0,12.48
user_442,2025-05-21,Premium,Model_A,Feature_1,28.0,8.49
user_18,2025-03-14,Premium,Model_C,Feature_1,56.0,12.7
user_352,2025-04-15,Enterprise,Model_B,Feature_2,87.0,34.95
user_867,2025-03-20,Basic,Model_D,Feature_1,103.0,21.18
user_878,2025-04-14,Premium,Model_A,Feature_3,27.0,9.18
user_113,2025-03-21,Standard,Model_B,Feature_2,18.0,6.54
user_610,2025-04-22,Premium,Model_A,Feature_5,19.0,7.05
user_650,2025-03-21,Enterprise,Model_A,Feature_5,15.0,4.98
user_259,2025-03-06,Premium,Model_A,Feature_4,29.0,10.6
user_379,2025-05-22,Standard,Model_C,Feature_1,104.0,17.11
user_545,2025-04-25,Enterprise,Model_A,Feature_2,30.0,13.8
user_908,2025-04-26,Standard,Model_D,Feature_2,134.0,22.119999999999997
user_447,2025-05-18,Premium,Model_D,Feature_3,53.0,7.29
user_866,2025-03-26,Premium,Model_E,Feature_3,19.0,4.16
user_144,2025-03-22,Basic,Model_A,Feature_5,8.0,2.86
user_15,2025-05-26,Premium,Model_C,Feature_1,202.0,29.23
user_170,2025-05-19,Enterprise,Model_B,Feature_2,90.0,34.38
user_484,2025-03-31,Standard,Model_A,Feature_2,24.0,8.83
user_291,2025-04-18,Basic,Model_D,Feature_5,43.0,10.28
user_229,2025-05-19,Basic,Model_D,Feature_4,41.0,7.0
user_158,2025-05-27,Enterprise,Model_C,Feature_1,231.0,51.78
user_796,2025-03-17,Standard,Model_E,Feature_2,38.0,6.96
user_591,2025-03-04,Enterprise,Model_D,Feature_2,120.0,18.42
user_950,2025-05-30,Basic,Model_C,Feature_1,37.0,6.9
user_892,2025-03-14,Enterprise,Model_A,Feature_2,24.0,9.96
user_241,2025-05-20,Basic,Model_B,Feature_1,29.0,11.89
user_650,2025-04-04,Enterprise,Model_A,Feature_1,93.0,36.03
user_220,2025-05-23,Standard,Model_B,Feature_1,13.0,4.62
user_766,2025-05-01,Basic,Model_A,Feature_3,14.0,4.57
user_63,2025-04-18,Enterprise,Model_A,Feature_1,24.0,9.24
user_743,2025-05-24,Basic,Model_B,Feature_1,20.0,6.96
user_312,2025-03-23,Premium,Model_D,Feature_2,150.0,15.700000000000001
user_430,2025-04-13,Standard,Model_A,Feature_3,17.0,5.53
user_630,2025-05-12,Basic,Model_A,Feature_3,12.0,4.53
user_355,2025-03-12,Premium,Model_B,Feature_3,62.0,23.57
user_377,2025-04-22,Enterprise,Model_A,Feature_4,56.0,20.32
user_629,2025-04-30,Enterprise,Model_E,Feature_5,162.0,30.6
user_580,2025-05-13,Premium,Model_A,Feature_1,25.0,9.45
user_715,2025-04-04,Basic,Model_A,Feature_2,11.0,3.8
user_229,2025-04-09,Basic,Model_D,Feature_2,69.0,13.98
user_58,2025-05-23,Enterprise,Model_A,Feature_1,57.0,20.009999999999998
user_881,2025-04-15,Standard,Model_A,Feature_3,20.0,7.64
user_174,2025-05-30,Enterprise,Model_C,Feature_2,48.0,8.55
user_692,2025-05-08,Premium,Model_A,Feature_3,34.0,12.63
user_862,2025-04-07,Premium,Model_A,Feature_2,45.0,16.9
user_591,2025-05-13,Enterprise,Model_D,Feature_1,207.0,33.900000000000006
user_252,2025-03-13,Premium,Model_D,Feature_1,83.0,15.7
user_581,2025-04-11,Premium,Model_A,Feature_2,25.0,8.79
user_228,2025-03-15,Standard,Model_C,Feature_2,105.0,23.59
user_764,2025-03-19,Basic,Model_D,Feature_2,34.0,9.89
user_140,2025-04-30,Standard,Model_E,Feature_1,32.0,5.91
user_853,2025-03-03,Enterprise,Model_B,Feature_1,75.0,25.560000000000002
user_107,2025-04-08,Basic,Model_C,Feature_3,26.0,4.38
user_859,2025-03-05,Enterprise,Model_C,Feature_2,219.0,47.82
user_349,2025-03-17,Enterprise,Model_C,Feature_3,96.0,25.2
user_941,2025-05-15,Enterprise,Model_A,Feature_1,36.0,11.94
user_971,2025-05-08,Standard,Model_C,Feature_1,93.0,13.16
user_993,2025-05-31,Premium,Model_C,Feature_1,281.0,61.620000000000005
user_600,2025-05-26,Enterprise,Model_B,Feature_3,78.0,27.9
user_457,2025-03-18,Standard,Model_B,Feature_2,15.0,5.53
user_599,2025-04-25,Basic,Model_A,Feature_1,10.0,3.76
user_6,2025-03-06,Enterprise,Model_C,Feature_1,279.0,56.7
user_596,2025-03-25,Premium,Model_C,Feature_3,63.0,12.41
user_496,2025-03-31,Enterprise,Model_A,Feature_3,30.0,13.74
user_458,2025-03-17,Standard,Model_A,Feature_2,13.0,4.94
user_12,2025-05-26,Premium,Model_D,Feature_2,82.0,20.23
user_71,2025-05-15,Premium,Model_C,Feature_1,87.0,15.69
user_56,2025-05-12,Enterprise,Model_C,Feature_1,213.0,33.3
user_650,2025-03-26,Enterprise,Model_A,Feature_4,46.0,20.66
user_855,2025-03-28,Enterprise,Model_D,Feature_1,186.0,31.5
user_488,2025-04-04,Enterprise,Model_A,Feature_3,30.0,9.36
user_123,2025-05-22,Enterprise,Model_C,Feature_3,78.0,16.35
user_383,2025-03-03,Basic,Model_C,Feature_1,64.0,12.05
user_362,2025-05-28,Standard,Model_C,Feature_1,49.0,6.96
user_266,2025-04-29,Premium,Model_B,Feature_2,33.0,12.16
user_513,2025-03-30,Premium,Model_A,Feature_5,15.0,5.81
user_308,2025-05-08,Basic,Model_A,Feature_1,13.0,4.4
user_79,2025-05-19,Standard,Model_D,Feature_1,42.0,6.36
user_614,2025-04-16,Standard,Model_B,Feature_3,45.0,17.11
user_754,2025-03-11,Basic,Model_C,Feature_1,35.0,6.46
user_790,2025-04-24,Basic,Model_E,Feature_5,29.0,5.3
user_903,2025-03-18,Standard,Model_C,Feature_4,64.0,11.64
user_123,2025-05-20,Enterprise,Model_C,Feature_3,225.0,47.040000000000006
user_233,2025-03-13,Basic,Model_D,Feature_2,42.0,9.96
user_654,2025-05-14,Basic,Model_D,Feature_1,28.0,4.91
user_192,2025-05-12,Enterprise,Model_A,Feature_2,81.0,27.87
user_103,2025-03-13,Standard,Model_B,Feature_3,20.0,7.01
user_772,2025-05-19,Enterprise,Model_E,Feature_1,144.0,35.64
user_283,2025-03-18,Standard,Model_D,Feature_5,50.0,9.24
user_131,2025-03-29,Standard,Model_A,Feature_1,14.0,4.27
user_418,2025-04-10,Standard,Model_C,Feature_3,32.0,6.36
user_421,2025-03-05,Basic,Model_D,Feature_1,75.0,13.5
user_223,2025-03-20,Enterprise,Model_B,Feature_2,69.0,25.23
user_555,2025-03-12,Basic,Model_A,Feature_1,10.0,4.26
user_748,2025-05-12,Enterprise,Model_C,Feature_1,309.0,57.06
user_351,2025-04-24,Basic,Model_C,Feature_2,18.0,2.39
user_843,2025-03-12,Basic,Model_A,Feature_1,14.0,5.140000000000001
user_827,2025-03-05,Premium,Model_C,Feature_3,134.0,31.35
user_117,2025-05-09,Premium,Model_C,Feature_1,76.0,14.44
user_276,2025-05-09,Premium,Model_A,Feature_1,34.0,11.91
user_343,2025-03-10,Basic,Model_A,Feature_2,6.0,2.32
user_549,2025-05-28,Basic,Model_B,Feature_2,28.0,9.91
user_489,2025-05-05,Basic,Model_D,Feature_2,29.0,1.82
user_750,2025-04-15,Standard,Model_C,Feature_3,36.0,7.91
user_447,2025-03-06,Premium,Model_D,Feature_2,77.0,6.95
user_600,2025-03-26,Enterprise,Model_B,Feature_3,39.0,14.31
user_289,2025-05-17,Standard,Model_E,Feature_3,25.0,5.68
user_766,2025-03-21,Basic,Model_A,Feature_2,14.0,5.37
user_550,2025-05-09,Basic,Model_D,Feature_2,35.0,5.08
user_844,2025-04-14,Basic,Model_C,Feature_3,26.0,5.54
user_61,2025-05-02,Standard,Model_B,Feature_2,17.0,6.51
user_520,2025-04-28,Basic,Model_B,Feature_1,8.0,2.65
user_882,2025-03-19,Enterprise,Model_C,Feature_3,102.0,15.21
user_112,2025-04-07,Basic,Model_D,Feature_4,32.0,4.27
user_881,2025-05-19,Standard,Model_A,Feature_1,34.0,11.79
user_903,2025-03-14,Standard,Model_C,Feature_1,97.0,19.369999999999997
user_351,2025-04-07,Basic,Model_C,Feature_2,44.0,9.690000000000001
user_426,2025-03-20,Standard,Model_A,Feature_2,32.0,12.49
user_440,2025-03-19,Basic,Model_D,Feature_4,30.0,4.8
user_514,2025-03-06,Basic,Model_D,Feature_1,37.0,8.23
user_828,2025-04-17,Premium,Model_D,Feature_5,83.0,14.18
user_135,2025-05-12,Standard,Model_C,Feature_1,91.0,13.61
user_481,2025-03-24,Enterprise,Model_D,Feature_1,84.0,12.99
user_732,2025-03-24,Enterprise,Model_B,Feature_5,33.0,13.95
user_722,2025-03-17,Enterprise,Model_C,Feature_1,255.0,45.599999999999994
user_822,2025-04-22,Basic,Model_E,Feature_2,22.0,4.53
user_763,2025-05-20,Premium,Model_A,Feature_1,55.0,19.439999999999998
user_868,2025-04-13,Premium,Model_A,Feature_1,27.0,9.84
user_302,2025-04-11,Enterprise,Model_E,Feature_1,171.0,35.16
user_212,2025-03-31,Premium,Model_B,Feature_2,29.0,10.09
user_533,2025-05-01,Premium,Model_C,Feature_1,343.0,74.89999999999999
user_304,2025-03-28,Premium,Model_C,Feature_1,76.0,19.21
user_277,2025-04-07,Basic,Model_C,Feature_1,33.0,3.15
user_138,2025-05-15,Enterprise,Model_A,Feature_2,66.0,24.990000000000002
user_213,2025-04-21,Enterprise,Model_D,Feature_2,84.0,18.57
user_661,2025-04-30,Standard,Model_A,Feature_1,10.0,3.46
user_957,2025-05-23,Enterprise,Model_D,Feature_2,99.0,18.69
user_421,2025-03-07,Basic,Model_D,Feature_4,35.0,5.46
user_487,2025-05-27,Enterprise,Model_C,Feature_1,225.0,43.980000000000004
user_484,2025-04-07,Standard,Model_A,Feature_2,17.0,6.41
user_232,2025-03-05,Enterprise,Model_A,Feature_1,36.0,11.73
user_229,2025-04-13,Basic,Model_D,Feature_5,41.0,6.01
user_759,2025-05-27,Standard,Model_A,Feature_2,13.0,3.65
user_725,2025-04-14,Standard,Model_C,Feature_2,29.0,5.38
user_706,2025-03-19,Premium,Model_C,Feature_2,42.0,7.88
user_856,2025-03-30,Enterprise,Model_C,Feature_1,207.0,32.010000000000005
user_325,2025-03-31,Premium,Model_D,Feature_2,70.0,12.7
user_4,2025-05-06,Enterprise,Model_A,Feature_2,39.0,13.11
user_298,2025-05-14,Premium,Model_A,Feature_2,57.0,20.6
user_733,2025-03-27,Enterprise,Model_A,Feature_3,63.0,25.32
user_401,2025-03-11,Enterprise,Model_B,Feature_1,66.0,28.23
user_906,2025-03-08,Enterprise,Model_A,Feature_2,48.0,19.02
user_399,2025-03-05,Premium,Model_E,Feature_1,57.0,11.57
user_247,2025-05-17,Standard,Model_C,Feature_2,56.0,11.719999999999999
user_766,2025-03-14,Basic,Model_A,Feature_2,22.0,8.26
user_867,2025-05-19,Basic,Model_D,Feature_1,34.0,7.16
user_518,2025-05-12,Basic,Model_D,Feature_1,72.0,12.82
user_775,2025-05-05,Premium,Model_E,Feature_2,146.0,26.229999999999997
user_408,2025-04-18,Enterprise,Model_A,Feature_5,27.0,9.87
user_301,2025-03-05,Basic,Model_A,Feature_3,6.0,2.24
user_302,2025-05-04,Enterprise,Model_E,Feature_5,66.0,11.7
user_694,2025-04-08,Enterprise,Model_C,Feature_3,90.0,13.62
user_325,2025-05-01,Premium,Model_D,Feature_2,142.0,24.77
user_397,2025-03-13,Premium,Model_B,Feature_2,50.0,18.990000000000002
user_680,2025-03-11,Standard,Model_A,Feature_2,14.0,5.61
user_771,2025-05-01,Basic,Model_E,Feature_3,40.0,6.609999999999999
user_832,2025-04-29,Premium,Model_D,Feature_1,62.0,18.4
user_948,2025-05-29,Enterprise,Model_A,Feature_3,87.0,33.06
user_860,2025-04-12,Basic,Model_C,Feature_1,34.0,6.07
user_222,2025-05-13,Basic,Model_D,Feature_3,19.0,4.97
user_46,2025-05-14,Enterprise,Model_B,Feature_2,165.0,57.56999999999999
user_813,2025-03-27,Standard,Model_A,Feature_2,29.0,11.2
user_574,2025-05-07,Standard,Model_E,Feature_2,24.0,3.81
user_652,2025-04-09,Premium,Model_A,Feature_4,31.0,9.35
user_282,2025-04-21,Premium,Model_C,Feature_2,44.0,6.33
user_211,2025-03-03,Basic,Model_B,Feature_2,24.0,9.870000000000001
user_818,2025-05-07,Premium,Model_B,Feature_2,39.0,11.6
user_706,2025-04-18,Premium,Model_C,Feature_1,236.0,43.230000000000004
user_224,2025-05-08,Enterprise,Model_B,Feature_1,87.0,31.47
user_269,2025-05-28,Basic,Model_B,Feature_1,25.0,8.99
user_640,2025-05-20,Enterprise,Model_C,Feature_3,75.0,12.63
user_317,2025-03-14,Premium,Model_D,Feature_1,73.0,21.21
user_643,2025-05-16,Standard,Model_D,Feature_1,46.0,8.55
user_356,2025-04-10,Basic,Model_A,Feature_2,7.0,2.94
user_471,2025-05-20,Enterprise,Model_C,Feature_3,156.0,34.74
user_57,2025-04-14,Enterprise,Model_A,Feature_2,21.0,7.11
user_543,2025-03-12,Enterprise,Model_B,Feature_2,78.0,30.3
user_257,2025-05-29,Standard,Model_B,Feature_1,25.0,10.05
user_386,2025-04-28,Basic,Model_E,Feature_1,48.0,8.49
user_659,2025-05-27,Premium,Model_D,Feature_4,192.0,31.64
user_146,2025-04-30,Basic,Model_A,Feature_1,9.0,3.31
user_817,2025-03-25,Premium,Model_D,Feature_3,45.0,3.69
user_371,2025-05-30,Standard,Model_D,Feature_3,56.0,12.04
user_589,2025-04-09,Basic,Model_C,Feature_3,31.0,5.07
user_172,2025-05-21,Enterprise,Model_A,Feature_2,39.0,12.99
user_923,2025-03-31,Premium,Model_B,Feature_1,20.0,7.49
user_743,2025-05-30,Basic,Model_C,Feature_1,34.0,4.71
user_48,2025-03-24,Basic,Model_A,Feature_1,9.0,2.97
user_373,2025-05-07,Enterprise,Model_E,Feature_3,51.0,9.24
user_929,2025-04-25,Basic,Model_B,Feature_2,28.0,11.440000000000001
user_414,2025-05-07,Premium,Model_B,Feature_1,20.0,6.3
user_628,2025-05-10,Standard,Model_B,Feature_2,18.0,7.04
user_269,2025-05-23,Basic,Model_B,Feature_1,28.0,10.629999999999999
user_282,2025-03-06,Premium,Model_C,Feature_2,45.0,7.7
user_327,2025-04-13,Standard,Model_A,Feature_1,14.0,5.54
user_424,2025-05-05,Premium,Model_A,Feature_2,78.0,30.629999999999995
user_818,2025-03-19,Premium,Model_A,Feature_4,27.0,10.41
user_226,2025-04-15,Basic,Model_D,Feature_1,31.0,6.9
user_508,2025-05-21,Basic,Model_D,Feature_2,27.0,4.14
user_492,2025-03-06,Premium,Model_A,Feature_1,16.0,5.85
user_4,2025-03-03,Enterprise,Model_A,Feature_5,12.0,4.2
user_658,2025-03-28,Enterprise,Model_B,Feature_4,13.0,5.56
user_235,2025-05-15,Basic,Model_C,Feature_2,21.0,3.69
user_158,2025-04-18,Enterprise,Model_C,Feature_2,69.0,13.71
user_650,2025-03-20,Enterprise,Model_D,Feature_2,93.0,17.52
user_772,2025-04-27,Enterprise,Model_E,Feature_2,66.0,9.84
user_178,2025-03-03,Enterprise,Model_B,Feature_5,33.0,11.79
user_847,2025-03-10,Standard,Model_C,Feature_2,32.0,4.77
user_277,2025-03-13,Basic,Model_C,Feature_1,71.0,15.030000000000001
user_86,2025-05-24,Premium,Model_B,Feature_4,23.0,6.99
user_260,2025-03-26,Enterprise,Model_D,Feature_2,96.0,20.94
user_496,2025-03-14,Enterprise,Model_A,Feature_3,21.0,8.49
user_778,2025-05-15,Enterprise,Model_A,Feature_1,117.0,35.7
user_607,2025-04-12,Basic,Model_A,Feature_2,10.0,2.87
user_475,2025-05-25,Basic,Model_C,Feature_3,24.0,6.58
user_262,2025-04-28,Enterprise,Model_C,Feature_1,114.0,26.58
user_154,2025-04-10,Basic,Model_A,Feature_2,30.0,10.89
user_756,2025-04-24,Premium,Model_C,Feature_3,54.0,15.57
user_341,2025-05-26,Enterprise,Model_E,Feature_3,102.0,23.46
user_744,2025-03-04,Basic,Model_D,Feature_1,40.0,7.91
user_748,2025-04-28,Enterprise,Model_C,Feature_2,48.0,8.07
user_407,2025-03-06,Premium,Model_D,Feature_3,47.0,9.41
user_133,2025-05-08,Basic,Model_C,Feature_2,16.0,3.33
user_176,2025-04-16,Premium,Model_B,Feature_4,8.0,3.46
user_403,2025-03-13,Enterprise,Model_B,Feature_1,21.0,7.77
user_50,2025-04-28,Enterprise,Model_B,Feature_2,81.0,33.120000000000005
user_745,2025-03-11,Enterprise,Model_C,Feature_1,216.0,45.510000000000005
user_706,2025-04-14,Premium,Model_C,Feature_1,73.0,9.96
user_935,2025-04-07,Premium,Model_C,Feature_1,3600.0,714.5
user_495,2025-04-24,Enterprise,Model_A,Feature_1,33.0,14.85
user_629,2025-04-30,Enterprise,Model_E,Feature_1,219.0,29.490000000000002
user_449,2025-04-14,Standard,Model_A,Feature_1,22.0,8.82
user_80,2025-04-11,Standard,Model_A,Feature_1,27.0,9.17
user_871,2025-03-26,Premium,Model_C,Feature_1,132.0,25.03
user_690,2025-03-13,Enterprise,Model_E,Feature_1,204.0,51.21
user_133,2025-03-06,Basic,Model_D,Feature_1,68.0,13.89
user_860,2025-04-26,Basic,Model_C,Feature_1,30.0,7.63
user_29,2025-03-12,Premium,Model_C,Feature_1,68.0,15.15
user_544,2025-03-02,Basic,Model_E,Feature_1,70.0,11.11
user_746,2025-04-17,Basic,Model_D,Feature_3,21.0,3.74
user_544,2025-04-29,Basic,Model_E,Feature_1,47.0,5.43
user_642,2025-04-13,Basic,Model_C,Feature_2,44.0,7.6
user_826,2025-04-15,Standard,Model_A,Feature_3,20.0,6.24
user_316,2025-03-17,Basic,Model_C,Feature_1,32.0,5.3
user_583,2025-04-15,Basic,Model_B,Feature_2,24.0,9.27
user_423,2025-05-06,Enterprise,Model_B,Feature_4,15.0,5.09
user_95,2025-04-15,Enterprise,Model_C,Feature_1,96.0,14.28
user_117,2025-05-09,Premium,Model_C,Feature_5,49.0,5.72
user_439,2025-03-12,Enterprise,Model_B,Feature_3,45.0,16.59
user_207,2025-03-13,Premium,Model_A,Feature_2,19.0,7.73
user_526,2025-04-04,Enterprise,Model_A,Feature_3,36.0,11.04
user_220,2025-03-19,Standard,Model_B,Feature_2,20.0,7.36
user_504,2025-05-08,Enterprise,Model_D,Feature_1,108.0,16.11
user_591,2025-04-25,Enterprise,Model_D,Feature_1,81.0,21.99
user_658,2025-04-21,Enterprise,Model_B,Feature_1,24.0,8.67
user_210,2025-03-27,Premium,Model_B,Feature_4,14.0,5.69
user_534,2025-04-23,Premium,Model_A,Feature_1,75.0,27.16
user_211,2025-03-26,Basic,Model_B,Feature_5,11.0,4.6
user_557,2025-03-04,Basic,Model_C,Feature_2,21.0,4.36
user_315,2025-03-03,Premium,Model_D,Feature_1,77.0,15.06
user_148,2025-04-10,Premium,Model_B,Feature_3,29.0,10.98
user_329,2025-04-25,Standard,Model_D,Feature_2,45.0,9.1
user_1,2025-03-31,Premium,Model_E,Feature_3,51.0,10.02
user_291,2025-04-18,Basic,Model_D,Feature_1,28.0,7.59
user_61,2025-05-01,Standard,Model_B,Feature_2,40.0,15.440000000000001
user_657,2025-03-18,Standard,Model_D,Feature_3,68.0,11.74
user_543,2025-03-04,Enterprise,Model_D,Feature_3,72.0,13.53
user_108,2025-04-09,Standard,Model_A,Feature_1,31.0,10.92
user_236,2025-05-02,Standard,Model_E,Feature_1,59.0,9.2
user_190,2025-04-28,Enterprise,Model_A,Feature_4,89.0,28.82
user_156,2025-05-29,Enterprise,Model_B,Feature_3,138.0,47.61
user_34,2025-03-05,Enterprise,Model_D,Feature_2,108.0,19.47
user_37,2025-03-24,Standard,Model_D,Feature_1,92.0,19.009999999999998
user_576,2025-03-28,Enterprise,Model_C,Feature_2,108.0,22.86
user_349,2025-04-15,Enterprise,Model_C,Feature_3,72.0,15.48
user_632,2025-03-08,Standard,Model_C,Feature_1,45.0,10.82
user_761,2025-05-14,Premium,Model_C,Feature_1,232.0,30.5
user_898,2025-03-31,Enterprise,Model_B,Feature_2,27.0,8.67
user_218,2025-03-28,Standard,Model_A,Feature_3,32.0,11.93
user_81,2025-03-31,Standard,Model_E,Feature_3,25.0,3.99
user_222,2025-03-02,Basic,Model_D,Feature_2,36.0,7.89
user_748,2025-05-22,Enterprise,Model_C,Feature_5,63.0,11.19
user_739,2025-03-03,Basic,Model_A,Feature_2,10.0,3.52
user_287,2025-04-10,Standard,Model_D,Feature_1,105.0,20.71
user_36,2025-04-24,Basic,Model_A,Feature_2,9.0,3.41
user_928,2025-04-07,Basic,Model_C,Feature_3,32.0,6.89
user_495,2025-05-21,Enterprise,Model_A,Feature_1,138.0,50.580000000000005
user_687,2025-03-21,Premium,Model_A,Feature_2,15.0,5.48
user_606,2025-04-28,Standard,Model_B,Feature_1,13.0,3.93
user_551,2025-03-04,Basic,Model_A,Feature_5,6.0,2.22
user_431,2025-03-27,Premium,Model_C,Feature_1,145.0,20.09
user_832,2025-03-18,Premium,Model_B,Feature_1,44.0,15.459999999999999
user_24,2025-03-21,Premium,Model_C,Feature_3,62.0,12.15
user_721,2025-03-11,Standard,Model_E,Feature_3,25.0,5.35
user_314,2025-03-14,Basic,Model_A,Feature_1,14.0,5.01
user_920,2025-05-14,Premium,Model_A,Feature_4,37.0,12.98
user_818,2025-03-02,Premium,Model_B,Feature_2,48.0,18.42
user_215,2025-04-14,Premium,Model_B,Feature_5,27.0,10.58
user_976,2025-05-22,Basic,Model_A,Feature_5,7.0,2.71
user_509,2025-03-15,Enterprise,Model_A,Feature_1,27.0,10.08
user_386,2025-03-18,Basic,Model_E,Feature_1,87.0,15.120000000000001
user_214,2025-04-07,Premium,Model_A,Feature_1,44.0,17.21
user_873,2025-05-26,Standard,Model_B,Feature_2,17.0,7.06
user_104,2025-04-04,Premium,Model_D,Feature_1,71.0,14.7
user_787,2025-05-03,Enterprise,Model_A,Feature_1,45.0,15.57
user_305,2025-03-03,Enterprise,Model_D,Feature_1,102.0,22.14
user_604,2025-05-27,Basic,Model_A,Feature_5,4.0,1.71
user_338,2025-05-15,Basic,Model_A,Feature_2,26.0,9.81
user_753,2025-05-01,Standard,Model_E,Feature_3,27.0,3.26
user_37,2025-03-06,Standard,Model_D,Feature_4,53.0,10.87
user_24,2025-05-12,Premium,Model_C,Feature_2,64.0,11.24
user_121,2025-05-28,Basic,Model_A,Feature_2,22.0,7.960000000000001
user_795,2025-04-10,Premium,Model_D,Feature_1,79.0,19.74
user_99,2025-04-21,Basic,Model_A,Feature_1,12.0,4.02
user_383,2025-04-30,Basic,Model_C,Feature_1,35.0,8.04
user_470,2025-03-12,Enterprise,Model_B,Feature_3,39.0,13.35
user_644,2025-03-10,Standard,Model_D,Feature_2,49.0,8.82
user_569,2025-03-31,Premium,Model_C,Feature_3,64.0,7.58
user_243,2025-03-17,Standard,Model_D,Feature_3,90.0,16.89
user_68,2025-05-28,Premium,Model_E,Feature_2,57.0,11.82
user_616,2025-04-11,Basic,Model_A,Feature_2,8.0,2.52
